target.colab.duke.edu:152.3.69.23:SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.3
144.202.30.145.vultr.com:144.202.30.145:SSH-2.0-OpenSSH_7.5 FreeBSD-20170903
155.138.231.109.vultr.com:155.138.231.109:SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.3
155.138.195.55.vultr.com:155.138.195.55:SSH-2.0-OpenSSH_7.9
davros.egr.duke.edu:10.236.67.104:SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.8
storemaster.egr.duke.edu:10.148.54.108:SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.8
kali-vcm-41.vm.duke.edu:10.138.16.119:SSH-2.0-OpenSSH_8.0p1 Debian-4
